flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
0,ADD8633_1,74566.723174203,179.02666666666667,2,0 1 5 17 18 21,0,74516.723174203,1,74609.02954100132,92.30636679832485,normal,0.0
0,ADD8633_1,74566.723174203,179.02666666666667,2,0 1 5 17 18 21,1,74609.02954100132,5,74750.08660434028,141.05706333896464,normal,0.0
0,ADD8633_1,74566.723174203,179.02666666666667,2,0 1 5 17 18 21,5,74750.08660434028,17,74809.3625547985,59.27595045822528,normal,0.0
0,ADD8633_1,74566.723174203,179.02666666666667,2,0 1 5 17 18 21,17,74809.3625547985,18,74882.99933048524,73.63677568673789,normal,0.0
0,ADD8633_1,74566.723174203,179.02666666666667,2,0 1 5 17 18 21,18,74882.99933048524,21,74969.40876261219,86.40943212695254,normal,0.0
1,CZ3174_342206c3.csv_1,78872.99089889678,155.36222222222224,2,0 1 5 17 18 19,0,78872.99089889678,1,78976.16618756049,103.17528866371698,normal,0.0
1,CZ3174_342206c3.csv_1,78872.99089889678,155.36222222222224,2,0 1 5 17 18 19,1,78976.16618756049,5,79133.83248656943,157.66629900894338,normal,0.0
1,CZ3174_342206c3.csv_1,78872.99089889678,155.36222222222224,2,0 1 5 17 18 19,5,79133.83248656943,17,79200.08808205512,66.25559548569048,normal,0.0
1,CZ3174_342206c3.csv_1,78872.99089889678,155.36222222222224,2,0 1 5 17 18 19,17,79200.08808205512,18,79282.39546616378,82.30738410865973,normal,0.0
1,CZ3174_342206c3.csv_1,78872.99089889678,155.36222222222224,2,0 1 5 17 18 19,18,79282.39546616378,19,79368.68569917107,86.29023300728252,normal,0.0
2,CZ6588_3421746a.csv_1,55081.253293105576,166.16555555555556,1,0 1 5 17 18 19,0,55081.253293105576,1,55177.72059086546,96.467297759884,normal,0.0
2,CZ6588_3421746a.csv_1,55081.253293105576,166.16555555555556,1,0 1 5 17 18 19,1,55177.72059086546,5,55325.13613978404,147.41554891857865,normal,0.0
2,CZ6588_3421746a.csv_1,55081.253293105576,166.16555555555556,1,0 1 5 17 18 19,5,55325.13613978404,17,55387.08409593475,61.94795615070751,normal,0.0
2,CZ6588_3421746a.csv_1,55081.253293105576,166.16555555555556,1,0 1 5 17 18 19,17,55387.08409593475,18,55464.04022596823,76.95613003348372,normal,0.0
2,CZ6588_3421746a.csv_1,55081.253293105576,166.16555555555556,1,0 1 5 17 18 19,18,55464.04022596823,19,55544.72025806792,80.6800320996883,normal,0.0
3,CZ6642_34224fa4.csv,83620.60880037038,153.8188888888889,1,0 1 5 17 18 19,0,83645.60880037038,1,83749.81929259928,104.2104922289048,normal,0.0
3,CZ6642_34224fa4.csv,83620.60880037038,153.8188888888889,1,0 1 5 17 18 19,1,83749.81929259928,5,83909.06752771868,159.24823511940102,normal,0.0
3,CZ6642_34224fa4.csv,83620.60880037038,153.8188888888889,1,0 1 5 17 18 19,5,83909.06752771868,17,83975.98789506544,66.92036734675092,normal,0.0
3,CZ6642_34224fa4.csv,83620.60880037038,153.8188888888889,1,0 1 5 17 18 19,17,83975.98789506544,18,84059.12110577051,83.1332107050677,normal,0.0
3,CZ6642_34224fa4.csv,83620.60880037038,153.8188888888889,1,0 1 5 17 18 19,18,84059.12110577051,19,84146.27712706884,87.1560212983255,normal,0.0
4,DZ6278_3420deed.csv,33509.805869514086,155.87666666666667,1,0 1 5 17 18 19,0,33509.805869514086,1,33612.640645673964,102.83477615987636,normal,0.0
4,DZ6278_3420deed.csv,33509.805869514086,155.87666666666667,1,0 1 5 17 18 19,1,33612.640645673964,5,33769.7865938611,157.14594818713172,normal,0.0
4,DZ6278_3420deed.csv,33509.805869514086,155.87666666666667,1,0 1 5 17 18 19,5,33769.7865938611,17,33835.823524015155,66.03693015405455,normal,0.0
4,DZ6278_3420deed.csv,33509.805869514086,155.87666666666667,1,0 1 5 17 18 19,17,33835.823524015155,18,33917.8592665921,82.035742576948,normal,0.0
4,DZ6278_3420deed.csv,33509.805869514086,155.87666666666667,1,0 1 5 17 18 19,18,33917.8592665921,19,34003.86471335184,86.00544675973374,normal,0.0
5,ADD8024,66226.87541278524,171.82444444444445,2,0 1 5 17 18 19,0,66221.87541278524,1,66315.16564385244,93.29023106719322,normal,0.0
5,ADD8024,66226.87541278524,171.82444444444445,2,0 1 5 17 18 19,1,66315.16564385244,5,66457.72618966292,142.56054581048176,normal,0.0
