flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
211,ADD1474,13363.62734956957,157.93444444444447,1,8 1 2 7 17 18 19,18,14360.232854594635,19,14445.117709214177,84.88485461954177,normal,0.0
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,8,5194.049978794372,1,5285.157982234262,91.10800343989044,normal,0.0
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,1,5285.157982234262,2,5538.433867545315,253.27588531105278,normal,0.0
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,2,5538.433867545315,7,5944.433285175877,405.9994176305629,pms,122.13858006688238
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,7,5944.433285175877,17,6002.939688207101,58.506403031223755,normal,0.0
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,17,6002.939688207101,18,6075.620477683169,72.68078947606794,normal,0.0
212,9C6540_341f86c0.csv_1,5229.049978794372,175.94000000000003,1,8 1 2 7 17 18 19,18,6075.620477683169,19,6151.818285777319,76.19780809415006,normal,0.0
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,8,72855.96483102592,1,72962.67351998635,106.70868896041962,normal,0.0
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,1,72962.67351998635,2,73259.31856374108,296.6450437547262,normal,0.0
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,2,73259.31856374108,7,73857.81249473579,598.4939309947135,pms,266.0267856290329
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,7,73857.81249473579,17,73926.33711746414,68.5246227283511,normal,0.0
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,17,73926.33711746414,18,74011.46324760391,85.12613013977821,normal,0.0
213,CZ3188_3421d936.csv_1,72805.96483102592,150.2177777777778,1,8 1 2 7 17 18 19,18,74011.46324760391,19,74100.7086255772,89.24537797328534,normal,0.0
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,8,2047.7250312103697,1,2149.5516232902473,101.82659207987756,normal,0.0
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,1,2149.5516232902473,2,2432.624671579071,283.0730482888237,normal,0.0
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,2,2432.624671579071,7,3013.3362179753703,580.7115463962991,pms,263.4553161780679
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,7,3013.3362179753703,17,3078.7257272455618,65.38950927019125,normal,0.0
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,17,3078.7257272455618,18,3159.957197836461,81.23147059089948,normal,0.0
214,9C6482_341f53a5.csv_1,1857.7250312103697,157.42000000000002,1,8 1 2 7 17 18 19,18,3159.957197836461,19,3245.1194539416874,85.16225610522655,normal,0.0
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,8,70180.89133860561,1,70284.75446252708,103.86312392147511,normal,0.0
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,1,70284.75446252708,2,70573.48897178168,288.7345092546002,normal,0.0
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,2,70573.48897178168,7,71110.5839879561,537.0950161744078,pms,213.49366135181194
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,7,71110.5839879561,17,71177.2812874117,66.69729945559509,normal,0.0
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,17,71177.2812874117,18,71260.1373874144,82.85610000271747,normal,0.0
215,CA1337_3421c0d9.csv,70160.89133860561,154.33333333333334,2,8 1 2 7 17 18 19,18,71260.1373874144,19,71347.00288864174,86.86550122733108,normal,0.0
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,8,61391.72855989662,1,61488.495445537745,96.76688564112587,normal,0.0
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,1,61488.495445537745,2,61757.50275229669,269.00730675894425,normal,0.0
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,2,61757.50275229669,7,62136.490085606274,378.98733330958476,pms,77.4953878226943
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,7,62136.490085606274,17,62198.63042671397,62.14034110769728,normal,0.0
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,17,62198.63042671397,18,62275.825550940106,77.19512422613428,normal,0.0
216,DZ6242_34219d6d.csv_1,61471.72855989662,165.65111111111113,2,8 1 2 7 17 18 19,18,62275.825550940106,19,62356.75614214569,80.93059120558796,normal,0.0
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,8,33782.73640560677,1,33884.56299768665,101.82659207987756,normal,0.0
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,1,33884.56299768665,2,34167.63604597547,283.0730482888237,normal,0.0
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,2,34167.63604597547,7,34567.38240094634,399.74635497087087,pms,82.49012475263972
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,7,34567.38240094634,17,34632.771910216536,65.38950927019125,normal,0.0
217,CZ8588_3420ddcb.csv,33952.73640560677,157.42000000000002,1,8 1 2 7 17 18 19,17,34632.771910216536,18,34714.00338080744,81.23147059089948,normal,0.0
