callsign entry_ac entry_recat entry_waypoint entry_RAT entry_speed entry_time2 ICAO
CEB242 A320 CAT_D 17 1176.027 435.93768 0.0 M
CPA078 B747 CAT_B 30 1856.551 518.9939999999999 117.109 H
ICV5717 B747 CAT_B 44 392.953 229.17492 217.81 H
KAL313 B777 CAT_B 44 355.879 231.59196 519.45 H
CRK623 A320 CAT_D 14 2039.868 382.76352 2430.477 M
HKC318 A330 CAT_B 44 479.269 350.90316 2635.086 H
CRK637 A330 CAT_B 14 2171.305 399.24324 4129.547 H
CAL5835 B747 CAT_B 14 2089.546 396.6066 5581.344 H
HKC569 A330 CAT_B 14 2302.824 385.40052 6453.98 H
SVA982 B777 CAT_B 44 446.371 368.26164 8137.238 H
CPA138 B777 CAT_B 23 2047.342 459.6678 8787.574 H
HKE764 A320 CAT_D 33 1309.209 541.40616 8832.614 M
ABW739 B747 CAT_B 44 404.321 356.61636 8993.965 H
CRK077 A330 CAT_B 17 2010.214 411.76764 11113.06 H
PAC980 B747 CAT_B 25 2203.396 484.93656 11132.172 H
CPA746 A330 CAT_B 44 484.015 407.15316 11376.304 H
ANA821 B767 CAT_C 14 2117.749 393.31044 11762.011 H
CPA714 B777 CAT_B 25 1889.072 495.92268 11770.391 H
HDA251 A320 CAT_D 33 1166.634 549.9756 12054.382 M
GIA876 B737 CAT_D 25 2083.024 479.00376 13365.782 M
PAC237 B748 CAT_B 14 2099.689 410.44932 13939.742 H
CPA861 A359 CAT_B 44 463.982 358.15428 14089.065 H
CPA796 A359 CAT_B 25 1974.945 482.95908 15168.535 H
UAE386 B777 CAT_B 44 493.574 358.37388000000004 15247.52 H
CPA698 B777 CAT_B 33 1186.96 572.1678 15377.542 H
CPA873 B777 CAT_B 14 2134.57 406.0548 15607.512 H
CPA899 A359 CAT_B 44 403.564 373.31532 16017.464 H
HDA103 A330 CAT_B 33 1210.226 531.2987999999999 16087.879 H
CRK708 A330 CAT_B 23 2024.891 441.21096 16188.805 H
CPA3248 B747 CAT_B 44 628.939 329.4735247058824 16267.399 H
CPA845 B777 CAT_B 44 389.138 339.03792 16633.161 H
HDA169 A320 CAT_D 33 1175.006 547.99812 17564.405 M
AIC310 B788 CAT_B 44 371.161 373.97448 17685.738 H
SEJ031 B737 CAT_D 44 626.269 381.88476 17871.034 M
CPA883 B777 CAT_B 14 2264.102 404.95608 17880.542 H
CPA811 B777 CAT_B 44 696.295 349.14564 17911.765 H
CPA748 B777 CAT_B 33 1315.363 562.93956 18058.729 H
CPA829 B777 CAT_B 44 549.102 349.36524000000003 18421.546 H
CPA178 B777 CAT_B 23 2082.145 467.35847999999993 18679.702 H
BOX516 B777 CAT_B 44 511.887 354.85848 18724.786 H
HDA997 A320 CAT_D 44 726.904 354.41892 18829.789 M
CRK762 A359 CAT_B 33 1355.884 568.43244 18866.682 H
