flightNumber,callSign,entryTime,speed_in,wtCat,route,nodeOri,tOri,nodeDest,tDest,travelTime,linkType,timeOnPMSRing
390,ZH9010_3421ef53.csv_1,73378.35465965846,186.74333333333334,2,11 6 4 5 0 7 17 18 19,17,74175.79167054659,18,74244.26778625132,68.47611570472519,normal,0.0
390,ZH9010_3421ef53.csv_1,73378.35465965846,186.74333333333334,2,11 6 4 5 0 7 17 18 19,18,74244.26778625132,19,74316.05745668714,71.7896704358108,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,10,51257.43896552133,6,51573.60147561013,316.1625100888013,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,6,51573.60147561013,4,51788.74252240675,215.141046796621,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,4,51788.74252240675,5,51885.18895442656,96.44643201980618,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,5,51885.18895442656,0,51945.89427782889,60.70532340233084,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,0,51945.89427782889,7,52249.749521410595,303.8552435817013,pms,0.7708050444568725
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,7,52249.749521410595,17,52320.70409529952,70.95457388893094,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,17,52320.70409529952,18,52408.848882536455,88.14478723693347,normal,0.0
391,ADD3695,51507.43896552133,145.07333333333335,1,10 6 4 5 0 7 17 18 19,18,52408.848882536455,19,52501.258990225106,92.41010768865007,normal,0.0
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,8,63867.167392795025,1,63970.0021689549,102.83477615987636,normal,0.0
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,1,63970.0021689549,2,64255.87792069213,285.8757517372279,normal,0.0
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,2,64255.87792069213,7,64699.775670139454,443.8977494473243,pms,123.50036843485314
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,7,64699.775670139454,17,64765.81260029351,66.03693015405455,normal,0.0
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,17,64765.81260029351,18,64847.84834287046,82.035742576948,normal,0.0
392,RY6655_34218206.csv,63732.167392795025,155.87666666666667,1,8 1 2 7 17 18 19,18,64847.84834287046,19,64933.85378963019,86.00544675973374,normal,0.0
393,MF8044_34222f1d.csv_1,79893.6906793993,169.76666666666668,1,12 13 14 20 21,12,79893.6906793993,13,80152.33967559235,258.6489961930514,normal,0.0
